asset_id,source_url,source_routes,source_category,source_subcategory,page_order,source_filename,source_dimensions,legacy_alt_or_description,duplicate_group,duplicate_relationship,current_repo_match,current_match_basis,proposed_local_filename,rights_status,technical_reuse_status,notes
TAT-IRE-011,https://images.squarespace-cdn.com/content/v1/65979327ceca8e3c423a32ea/d7c41ddd-ae8a-4bcc-ae3e-3521642f499d/IMG_8471.jpeg,/irezumi,tattoo,irezumi,/irezumi:11,IMG_8471.jpeg,4284x5712,"Japanese style Tattoo Geisha namakubi severed head, dark art, black Work, black and gray irezumi tattoo",IRE-LIKELY-11-12,canonical; confidence=low; visual-only,,,tat-ire-011-geisha-namakubi-severed-head-dark-art-work.jpeg,confirmation-required,publicly-fetchable-copy-to-controlled-host,Work group IRE-LIKELY-11-12: Uncertain. Marked likely-same-work only. I12 alt adds a Hannya mention; that is not treated as proof.
TAT-IRE-012,https://images.squarespace-cdn.com/content/v1/65979327ceca8e3c423a32ea/1d1ef5de-341c-4215-b1cb-c9fb085db21a/IMG_8480.jpeg,/irezumi,tattoo,irezumi,/irezumi:12,IMG_8480.jpeg,4284x5712,"Japanese style Tattoo Geisha namakubi severed head, dark art, black Work, black and gray irezumi tattoo Hannya mask irezumi tattoo",IRE-LIKELY-11-12,likely-same-work; confidence=low; visual-only,,,tat-ire-012-geisha-namakubi-severed-head-dark-art-work-hannya.jpeg,confirmation-required,publicly-fetchable-copy-to-controlled-host,Work group IRE-LIKELY-11-12: Uncertain. Marked likely-same-work only. I12 alt adds a Hannya mention; that is not treated as proof.
TAT-IRE-013,https://images.squarespace-cdn.com/content/v1/65979327ceca8e3c423a32ea/dd6bb3ce-5c1b-43e5-9375-614ee972b330/IMG_8862.jpeg,/irezumi,tattoo,irezumi,/irezumi:13,IMG_8862.jpeg,4284x5712,Japanese style Tattoo Las Vegas crane Bird with cherry blossom flowers,,unique/no-known-duplicate,,,tat-ire-013-crane-bird-cherry-blossom-flowers.jpeg,confirmation-required,publicly-fetchable-copy-to-controlled-host,
TAT-IRE-014,https://images.squarespace-cdn.com/content/v1/65979327ceca8e3c423a32ea/74b567c6-daed-446c-80e0-f40627d38dda/IMG_8541.jpeg,/irezumi,tattoo,irezumi,/irezumi:14,IMG_8541.jpeg,4284x5712,"Las Vegas Japanese style tattoo, Dragon Cover Up, full color, tattoo, black background",,unique/no-known-duplicate,,,tat-ire-014-dragon-cover-up-background.jpeg,confirmation-required,publicly-fetchable-copy-to-controlled-host,
TAT-IRE-015,https://images.squarespace-cdn.com/content/v1/65979327ceca8e3c423a32ea/b607a086-c1f2-49ba-8eb5-3b9bad65eab7/6113429C-C0FA-4E08-8B24-7CC8B1352DA2.jpeg,/irezumi,tattoo,irezumi,/irezumi:15,6113429C-C0FA-4E08-8B24-7CC8B1352DA2.jpeg,1440x1920,"Fu dog, Tattoo kneecap full color irezumi Japanese style Tattoo, Las Vegas, Vegas",,unique/no-known-duplicate,,,tat-ire-015-fu-dog-kneecap.jpeg,confirmation-required,publicly-fetchable-copy-to-controlled-host,
TAT-IRE-016,https://images.squarespace-cdn.com/content/v1/65979327ceca8e3c423a32ea/0919f784-5c33-4440-bc0f-b70e99c01e9d/B426BBF7-2E81-49B8-9551-8D0FDDB9067D.jpeg,/irezumi,tattoo,irezumi,/irezumi:16,B426BBF7-2E81-49B8-9551-8D0FDDB9067D.jpeg,1440x1440,"Las Vegas Japanese style tattoo, peony flower full color irezumi Tattoo",,unique/no-known-duplicate,,,tat-ire-016-peony-flower.jpeg,confirmation-required,publicly-fetchable-copy-to-controlled-host,
TAT-IRE-017,https://images.squarespace-cdn.com/content/v1/65979327ceca8e3c423a32ea/c0756d98-a38e-4e7f-b165-5f98c6951777/IMG_5492.jpeg,/irezumi,tattoo,irezumi,/irezumi:17,IMG_5492.jpeg,4284x5712,"Las Vegas Japanese style dragon, chest tattoo, Japanese style clouds irezumi Tattoo",,unique/no-known-duplicate,,,tat-ire-017-dragon-chest-clouds.jpeg,confirmation-required,publicly-fetchable-copy-to-controlled-host,
TAT-IRE-018,https://images.squarespace-cdn.com/content/v1/65979327ceca8e3c423a32ea/1c673cb9-1ed3-4d74-8966-070fe4180d38/IMG_7109.jpeg,/irezumi,tattoo,irezumi,/irezumi:18,IMG_7109.jpeg,4284x5712,Las Vegas Japanese style tattoo chrysanthemum flower hannya Japanese mask irezumi Tattoo,,unique/no-known-duplicate,,,tat-ire-018-chrysanthemum-flower-hannya-mask.jpeg,confirmation-required,publicly-fetchable-copy-to-controlled-host,
TAT-IRE-019,https://images.squarespace-cdn.com/content/v1/65979327ceca8e3c423a32ea/92134af5-e46b-4d43-afcb-2c0945f922a1/IMG_6798.jpeg,/irezumi,tattoo,irezumi,/irezumi:19,IMG_6798.jpeg,4284x5712,"Las Vegas Japanese style tattoo, black and gray dragon coiled around a sword irezumi Tattoo",,unique/no-known-duplicate,,,tat-ire-019-dragon-coiled-around-a-sword.jpeg,confirmation-required,publicly-fetchable-copy-to-controlled-host,
TAT-IRE-020,https://images.squarespace-cdn.com/content/v1/65979327ceca8e3c423a32ea/eb84b135-6311-4e81-80cf-7b88fd0454c9/8A7B5BFF-A509-4C2A-AE5F-6C0150688D27.jpeg,/irezumi,tattoo,irezumi,/irezumi:20,8A7B5BFF-A509-4C2A-AE5F-6C0150688D27.jpeg,3886x4096,"Las Vegas, Vegas, Japanese style Tattoo, black and gray tiger irezumi Tattoo",,unique/no-known-duplicate,,,tat-ire-020-tiger.jpeg,confirmation-required,publicly-fetchable-copy-to-controlled-host,
TAT-IRE-021,https://images.squarespace-cdn.com/content/v1/65979327ceca8e3c423a32ea/22e7cad9-a0a9-48f8-a224-8e8a14cccd31/FA307421-88D8-4DBD-83EF-906F232920ED.jpeg,/irezumi,tattoo,irezumi,/irezumi:21,FA307421-88D8-4DBD-83EF-906F232920ED.jpeg,3577x3577,Las Vegas Japanese style Tattoo full color Frog irezumi Tattoo,IRE-FROG,canonical; confidence=high; visual-only,,,tat-ire-021-frog.jpeg,confirmation-required,publicly-fetchable-copy-to-controlled-host,"Work group IRE-FROG: Same frog tattoo, alternate views."
TAT-IRE-022,https://images.squarespace-cdn.com/content/v1/65979327ceca8e3c423a32ea/ce8995ef-65ee-4701-ab4e-63ba215360b1/IMG_6775.jpeg,/irezumi,tattoo,irezumi,/irezumi:22,IMG_6775.jpeg,4284x5712,Las Vegas Japanese style Tattoo full color Frog irezumi Tattoo,IRE-FROG,alternate-view; confidence=high; visual-only,,,tat-ire-022-frog.jpeg,confirmation-required,publicly-fetchable-copy-to-controlled-host,"Work group IRE-FROG: Same frog tattoo, alternate views."
TAT-IRE-023,https://images.squarespace-cdn.com/content/v1/65979327ceca8e3c423a32ea/447f68b2-ef2f-4e07-b4e8-94ec2c8e51e3/IMG_5273.jpeg,/irezumi,tattoo,irezumi,/irezumi:23,IMG_5273.jpeg,4284x5712,"Las Vegas Japanese style Tattoo Koi fish peony flower Japanese style finger, Wave water irezumi tattoo",,unique/no-known-duplicate,,,tat-ire-023-koi-fish-peony-flower-finger-waves-water.jpeg,confirmation-required,publicly-fetchable-copy-to-controlled-host,Known future label correction: normalize finger waves.
TAT-IRE-024,https://images.squarespace-cdn.com/content/v1/65979327ceca8e3c423a32ea/feff8354-47a8-4607-90fc-e6cf83970650/IMG_5551.jpeg,/irezumi,tattoo,irezumi,/irezumi:24,IMG_5551.jpeg,4284x5712,"Las Vegas Japanese style octopus irezumi ukiyoe yokai cherry blossoms, black and gray Tattoo",,unique/no-known-duplicate,,,tat-ire-024-octopus-ukiyoe-yokai-cherry-blossoms.jpeg,confirmation-required,publicly-fetchable-copy-to-controlled-host,
TAT-IRE-025,https://images.squarespace-cdn.com/content/v1/65979327ceca8e3c423a32ea/492c3de1-85b9-4d40-9e25-4ebcbbe92976/IMG_5463.jpeg,/irezumi,tattoo,irezumi,/irezumi:25,IMG_5463.jpeg,4284x5712,"Las Vegas Japanese style tattoo hannya mask, tattoo, black, and gray on the throat",,unique/no-known-duplicate,,,tat-ire-025-hannya-mask-on-throat.jpeg,confirmation-required,publicly-fetchable-copy-to-controlled-host,
TAT-IRE-026,https://images.squarespace-cdn.com/content/v1/65979327ceca8e3c423a32ea/cde64b36-e0ff-4312-b060-3d098f857a42/IMG_5003.jpeg,/irezumi,tattoo,irezumi,/irezumi:26,IMG_5003.jpeg,4284x5712,"Las Vegas Japanese style tattoo, snake and peony flower full color irezumi Tattoo",,unique/no-known-duplicate,,,tat-ire-026-snake-peony-flower.jpeg,confirmation-required,publicly-fetchable-copy-to-controlled-host,
TAT-IRE-027,https://images.squarespace-cdn.com/content/v1/65979327ceca8e3c423a32ea/4e7fc477-756a-4944-9752-422046f5e14b/IMG_5083.jpeg,/irezumi,tattoo,irezumi,/irezumi:27,IMG_5083.jpeg,4284x5712,"Las Vegas Japanese style Koi fish, full color, cherry blossom, Flower irezumi Tattoo",,unique/no-known-duplicate,,,tat-ire-027-koi-fish-cherry-blossom-flower.jpeg,confirmation-required,publicly-fetchable-copy-to-controlled-host,
TAT-IRE-028,https://images.squarespace-cdn.com/content/v1/65979327ceca8e3c423a32ea/b3a3c7c8-1648-4d21-83ba-78ee81484c11/IMG_8313.jpeg,/irezumi|/,tattoo,irezumi,/irezumi:28|/:10,IMG_8313.jpeg,4284x5712,"Las Vegas Japanese style tattoo, full color dragon with Darma, cherry blossom and chrysanthemum Tattoo full sleeve irezumi tattoo",IRE-DRAGON-DARUMA-SLEEVE,canonical; confidence=high; visual-only,,,tat-ire-028-dragon-darma-cherry-blossom-chrysanthemum-sleeve.jpeg,confirmation-required,publicly-fetchable-copy-to-controlled-host,"Also present on legacy homepage `/`. Work group IRE-DRAGON-DARUMA-SLEEVE: Same dragon/Daruma sleeve, alternate views. Legacy alt spells Daruma as Darma."
TAT-IRE-029,https://images.squarespace-cdn.com/content/v1/65979327ceca8e3c423a32ea/58eac91e-c9e0-487d-810d-41de7defec48/IMG_8319.jpeg,/irezumi|/,tattoo,irezumi,/irezumi:29|/:12,IMG_8319.jpeg,4284x5712,"Las Vegas Japanese style tattoo, full color dragon with Darma, cherry blossom and chrysanthemum Tattoo full sleeve irezumi tattoo",IRE-DRAGON-DARUMA-SLEEVE,alternate-view; confidence=high; visual-only,,,tat-ire-029-dragon-darma-cherry-blossom-chrysanthemum-sleeve.jpeg,confirmation-required,publicly-fetchable-copy-to-controlled-host,"Also present on legacy homepage `/`. Work group IRE-DRAGON-DARUMA-SLEEVE: Same dragon/Daruma sleeve, alternate views. Legacy alt spells Daruma as Darma."
TAT-IRE-030,https://images.squarespace-cdn.com/content/v1/65979327ceca8e3c423a32ea/ac2544c1-9eac-420d-abf0-3af9cd016e3c/IMG_8329.jpeg,/irezumi|/,tattoo,irezumi,/irezumi:30|/:11,IMG_8329.jpeg,4284x5712,"Las Vegas Japanese style tattoo, full color dragon with Darma, cherry blossom and chrysanthemum Tattoo full sleeve irezumi tattoo",IRE-DRAGON-DARUMA-SLEEVE,alternate-view; confidence=high; visual-only,,,tat-ire-030-dragon-darma-cherry-blossom-chrysanthemum-sleeve.jpeg,confirmation-required,publicly-fetchable-copy-to-controlled-host,"Also present on legacy homepage `/`. Work group IRE-DRAGON-DARUMA-SLEEVE: Same dragon/Daruma sleeve, alternate views. Legacy alt spells Daruma as Darma."
TAT-IRE-031,https://images.squarespace-cdn.com/content/v1/65979327ceca8e3c423a32ea/eb1c640a-8143-4662-8096-5c89b3d975e1/IMG_4887.jpeg,/irezumi,tattoo,irezumi,/irezumi:31,IMG_4887.jpeg,4284x5712,"Las Vegas Japanese style tattoo, full color, frog tattoo",,unique/no-known-duplicate,,,tat-ire-031-frog.jpeg,confirmation-required,publicly-fetchable-copy-to-controlled-host,
TAT-IRE-032,https://images.squarespace-cdn.com/content/v1/65979327ceca8e3c423a32ea/222040e5-daea-412b-ab9f-7afdfe98692f/IMG_7811.jpeg,/irezumi|/,tattoo,irezumi,/irezumi:32|/:23,IMG_7811.jpeg,4284x5712,"Las Vegas Japanese style tattoo, Samurai helmet, cherry blossom, Flower, black crow Japanese style win bar background irezumi Tattoo",IRE-SAMURAI-CROW-SLEEVE,canonical; confidence=high; visual-only,,,tat-ire-032-samurai-helmet-cherry-blossom-flower-crow-wind-bar.jpeg,confirmation-required,publicly-fetchable-copy-to-controlled-host,"Also present on legacy homepage `/`. Known future label correction: wine/win bar -> wind-bar. Work group IRE-SAMURAI-CROW-SLEEVE: Same samurai/crow sleeve, alternate views."
TAT-IRE-033,https://images.squarespace-cdn.com/content/v1/65979327ceca8e3c423a32ea/979da2a1-f109-4cce-947f-2b21fa73ba84/IMG_7801.jpeg,/irezumi|/,tattoo,irezumi,/irezumi:33|/:24,IMG_7801.jpeg,4284x5712,"Las Vegas Japanese style tattoo, Samurai helmet, cherry blossom, Flower, black crow Japanese style win bar background irezumi Tattoo",IRE-SAMURAI-CROW-SLEEVE,alternate-view; confidence=high; visual-only,,,tat-ire-033-samurai-helmet-cherry-blossom-flower-crow-wind-bar.jpeg,confirmation-required,publicly-fetchable-copy-to-controlled-host,"Also present on legacy homepage `/`. Known future label correction: wine/win bar -> wind-bar. Work group IRE-SAMURAI-CROW-SLEEVE: Same samurai/crow sleeve, alternate views."
TAT-IRE-034,https://images.squarespace-cdn.com/content/v1/65979327ceca8e3c423a32ea/c8336a40-ccbc-4380-bf85-dcaa27c22259/IMG_3926.jpeg,/irezumi|/,tattoo,irezumi,/irezumi:34|/:7,IMG_3926.jpeg,4284x5712,"Las Vegas Japanese style tattoo, full sleeve, black and gray with red snake versus cat with Hannya mask tattoo irezumi Tattoo",IRE-SNAKE-CAT-SLEEVE,canonical; confidence=high; visual-only,portfolio/irezumi-snake-cat-sleeve.jpg,prior-byte-match-receipt,tat-ire-034-sleeve-red-snake-versus-cat-hannya-mask.jpeg,confirmation-required,publicly-fetchable-copy-to-controlled-host,"Current-repo file present locally; this-session byte compare to ?format=1500w was not run because media download is forbidden. Local portfolio/irezumi-snake-cat-sleeve.jpg is 344293 bytes, 1500x2000, sha256=9e859287a7adf6cf0f6113f73bf417ee4c0991110f9d7280dce6aa616dda1597. Snake/cat alt is shared with I35; assigned to the first page-order member of the closer group. Sibling I35 was not hash-distinguished this session. Also present on legacy homepage `/`. Work group IRE-SNAKE-CAT-SLEEVE: Same snake/cat sleeve, alternate views. Both URLs also appear on the legacy homepage."
TAT-IRE-035,https://images.squarespace-cdn.com/content/v1/65979327ceca8e3c423a32ea/b6ce9303-8d89-4dce-bfa6-27c69945b59a/IMG_9696.jpeg,/irezumi|/,tattoo,irezumi,/irezumi:35|/:19,IMG_9696.jpeg,4284x5712,"Las Vegas Japanese style tattoo, full sleeve, black and gray with red snake versus cat with Hannya mask tattoo irezumi Tattoo",IRE-SNAKE-CAT-SLEEVE,alternate-view; confidence=high; visual-only,,,tat-ire-035-sleeve-red-snake-versus-cat-hannya-mask.jpeg,confirmation-required,publicly-fetchable-copy-to-controlled-host,"Also present on legacy homepage `/`. Work group IRE-SNAKE-CAT-SLEEVE: Same snake/cat sleeve, alternate views. Both URLs also appear on the legacy homepage."
TAT-IRE-036,https://images.squarespace-cdn.com/content/v1/65979327ceca8e3c423a32ea/11bdd65d-75cb-4539-807c-a7392cf1c819/IMG_4121.jpeg,/irezumi,tattoo,irezumi,/irezumi:36,IMG_4121.jpeg,4284x5712,"Las Vegas Japanese style tattoo, full sleeve, peony, flower, moth, cherry blossom, Flower Japanese fox Kitsune Japanese mask tattoo",IRE-KITSUNE-MOTH-PEONY-SLEEVE,canonical; confidence=high; visual-only,,,tat-ire-036-sleeve-peony-flower-moth-cherry-blossom-flower-fox.jpeg,confirmation-required,publicly-fetchable-copy-to-controlled-host,"Work group IRE-KITSUNE-MOTH-PEONY-SLEEVE: Same kitsune/moth/peony sleeve, alternate views."
TAT-IRE-037,https://images.squarespace-cdn.com/content/v1/65979327ceca8e3c423a32ea/b9f094fe-96ff-45a2-8715-721724ac618e/IMG_4125.jpeg,/irezumi,tattoo,irezumi,/irezumi:37,IMG_4125.jpeg,4284x5712,"Las Vegas Japanese style tattoo, full sleeve, peony, flower, moth, cherry blossom, Flower Japanese fox Kitsune Japanese mask tattoo",IRE-KITSUNE-MOTH-PEONY-SLEEVE,alternate-view; confidence=high; visual-only,,,tat-ire-037-sleeve-peony-flower-moth-cherry-blossom-flower-fox.jpeg,confirmation-required,publicly-fetchable-copy-to-controlled-host,"Work group IRE-KITSUNE-MOTH-PEONY-SLEEVE: Same kitsune/moth/peony sleeve, alternate views."
TAT-IRE-038,https://images.squarespace-cdn.com/content/v1/65979327ceca8e3c423a32ea/9797798e-f5f4-4f30-b08c-d7c44b4d4a9f/IMG_4127.jpeg,/irezumi,tattoo,irezumi,/irezumi:38,IMG_4127.jpeg,4284x5712,"Las Vegas Japanese style tattoo, full sleeve, peony, flower, moth, cherry blossom, Flower Japanese fox Kitsune Japanese mask tattoo",IRE-KITSUNE-MOTH-PEONY-SLEEVE,alternate-view; confidence=high; visual-only,,,tat-ire-038-sleeve-peony-flower-moth-cherry-blossom-flower-fox.jpeg,confirmation-required,publicly-fetchable-copy-to-controlled-host,"Work group IRE-KITSUNE-MOTH-PEONY-SLEEVE: Same kitsune/moth/peony sleeve, alternate views."
TAT-IRE-039,https://images.squarespace-cdn.com/content/v1/65979327ceca8e3c423a32ea/dd7d7c32-6593-4a6f-aff5-da042d34fd9e/IMG_4131.jpeg,/irezumi,tattoo,irezumi,/irezumi:39,IMG_4131.jpeg,4284x5712,"Las Vegas Japanese style tattoo, full sleeve, peony, flower, moth, cherry blossom, Flower Japanese fox Kitsune Japanese mask tattoo",IRE-KITSUNE-MOTH-PEONY-SLEEVE,alternate-view; confidence=high; visual-only,,,tat-ire-039-sleeve-peony-flower-moth-cherry-blossom-flower-fox.jpeg,confirmation-required,publicly-fetchable-copy-to-controlled-host,"Work group IRE-KITSUNE-MOTH-PEONY-SLEEVE: Same kitsune/moth/peony sleeve, alternate views."
TAT-IRE-040,https://images.squarespace-cdn.com/content/v1/65979327ceca8e3c423a32ea/d4c47b00-372c-4939-b18a-fbb6b9d04b33/IMG_3411.jpeg,/irezumi,tattoo,irezumi,/irezumi:40,IMG_3411.jpeg,4284x5712,"Las Vegas Japanese style, black and gray chrysanthemum flower irezumi Tattoo",,unique/no-known-duplicate,,,tat-ire-040-chrysanthemum-flower.jpeg,confirmation-required,publicly-fetchable-copy-to-controlled-host,
TAT-IRE-041,https://images.squarespace-cdn.com/content/v1/65979327ceca8e3c423a32ea/0c801852-27ed-421b-bda9-6f76ee084bd4/IMG_8371.jpeg,/irezumi|/,tattoo,irezumi,/irezumi:41|/:22,IMG_8371.jpeg,4284x5712,"Las Vegas Japanese style tattoo, peony, flower, black and gray irezumi Tattoo",,unique/no-known-duplicate,,,tat-ire-041-peony-flower.jpeg,confirmation-required,publicly-fetchable-copy-to-controlled-host,Also present on legacy homepage `/`.
TAT-IRE-042,https://images.squarespace-cdn.com/content/v1/65979327ceca8e3c423a32ea/c9bd35c2-ac55-4a51-aba4-171311c50fca/IMG_3804.jpeg,/irezumi,tattoo,irezumi,/irezumi:42,IMG_3804.jpeg,4284x5712,"Las Vegas Japanese style tattoo, full sleeve, snake peony flower, chrysanthemum flower Japanese style wine bar background black, and gray with red irezumi Tattoo",IRE-SNAKE-PEONY-SLEEVE,canonical; confidence=high; visual-only,portfolio/irezumi-snake-peony-sleeve.jpg,prior-byte-match-receipt,tat-ire-042-sleeve-snake-peony-flower-chrysanthemum-flower-wind-bar.jpeg,confirmation-required,publicly-fetchable-copy-to-controlled-host,"Current-repo file present locally; this-session byte compare to ?format=1500w was not run because media download is forbidden. Local portfolio/irezumi-snake-peony-sleeve.jpg is 298697 bytes, 1500x2000, sha256=06b804d0cefc3b89ded32e963cc4f834de1f8312b3925b946f97e25a6851bd3f. Snake/peony alt is shared with I43; assigned to the first page-order member. I43 also appears on the legacy homepage. Known future label correction: wine/win bar -> wind-bar. Work group IRE-SNAKE-PEONY-SLEEVE: Same snake/peony sleeve, alternate views. I43 also appears on the legacy homepage; I42 does not."
